district,area,year,rooms,value,floor,elevator,parking,warehouse
 شاهین,155,1401,3,13150000000,6,True,True,True
 گیشا (کوی نصر) ,67,1401,2,7700000000,3,True,True,True
 دهکده المپیک ,55,1401,1,1705000000,10,True,True,True
 دریاچه شهدای خلیج فارس ,105,1398,2,4900000000,19,True,True,True
 دولت‌آباد ,58,1384,2,1600000000,3,True,True,True
 نیاوران ,210,1398,3,39000000000,2,True,True,True
 زعفرانیه ,158,1400,3,35000000000,4,True,True,True
 شهرک راه‌آهن ,142,1386,3,8300000000,2,False,True,True
 مرزداران ,73,1401,2,6000000000,1,True,True,True
 ولنجک ,160,1393,3,22400000000,5,True,True,True
 سعادت‌آباد ,107,1401,2,15000000000,6,True,True,True
 چیتگر ,98,1401,2,1300000000,10,True,True,True
 شهر زیبا ,70,1400,2,4000000000,6,True,True,True
 فرمانیه ,250,1401,3,67500000000,3,True,True,True
 باغ فیض ,85,1395,2,6500000000,1,True,True,True
 شهرک نفت (منطقه ۵) ,77,1401,1,7000000000,1,True,True,True
 پونک ,150,1391,3,9768000000,2,True,True,True
 باغ فیض ,87,1393,2,5700000000,3,True,True,True
 کوی فردوس ,80,1393,2,4850000000,1,True,True,True
 اباذر ,97,1383,2,5000000000,4,False,True,True
 شهرک نفت (منطقه ۵) ,80,1391,2,5350000000,5,True,True,True
 کوی فردوس ,75,1388,2,4900000000,2,True,True,True
 اباذر ,97,1383,2,4950000000,4,False,True,True
 سازمان برنامه ,50,1385,1,3550000000,3,True,True,True
 کوی فردوس ,80,1382,2,5200000000,3,True,True,True
 چیتگر ,120,1401,3,1980000000,23,True,True,True
 کوی فردوس ,57,1385,1,3800000000,2,True,True,True
 کوی فردوس ,53,1383,1,3600000000,2,True,True,True
 شهران جنوبی ,55,1401,1,3790000000,5,True,True,True
 شهران جنوبی ,57,1383,2,3770000000,1,True,True,True
 صادقیه ,108,1390,2,6190000000,3,True,True,True
 نیاوران ,185,1401,3,31000000000,3,True,True,True
 چیتگر ,100,1401,2,1200000000,11,True,True,True
 ولنجک ,152,1393,3,19000000000,1,True,True,True
 کوی فردوس ,67,1384,1,4000000000,1,True,True,True
 پونک ,95,1386,2,5100000000,2,True,True,True
 المهدی ,117,1401,3,8650000000,1,True,True,True
 کوی فردوس ,70,1383,2,3990000000,1,False,True,True
 کوی فردوس ,76,1401,2,5300000000,3,True,True,True
 پونک ,113,1390,3,7700000000,1,True,True,True
 ستارخان ,140,1401,3,8300000000,4,True,True,True
 دزاشیب ,106,1394,2,9350000000,3,True,True,True
 ولنجک ,124,1401,2,17800000000,3,True,True,True
 باغ فیض,78,1378,2,5050000000,2,True,True,True
 کوی فردوس ,155,1401,3,13000000000,4,True,True,True
 جیحون ,125,1401,3,6200000000,2,True,True,True
 آذربایجان ,125,1401,3,6200000000,2,True,True,True
 هروی ,122,1384,2,8800000000,2,True,True,True
 جنت‌آباد جنوبی ,103,1401,2,9785000000,2,True,True,True
 زعفرانیه ,410,1399,4,114800000000,4,True,True,True
 مبارک‌آباد بهشتی ,250,1401,3,5000000000,5,True,True,True
 زعفرانیه ,187,1393,3,25500000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,69,1401,2,931500000,7,True,True,True
 میرداماد ,141,1401,2,17000000000,3,True,True,True
 پونک ,144,1401,3,8640000000,3,True,True,True
 زعفرانیه ,155,1386,3,26000000000,3,True,True,True
 اباذر ,201,1388,4,13065000000,1,True,True,True
 قیطریه ,120,1380,2,9300000000,3,True,True,True
 سازمان برنامه ,63,1396,1,4000000000,4,True,True,True
 هروی ,114,1401,2,10100000000,3,True,True,True
 شهرک امید ,138,1400,2,11800000000,11,True,True,True
 سعادت‌آباد ,148,1401,3,10000000000,3,True,True,True
 زرکش ,57,1382,1,2398000000,1,False,True,True
 هروی ,103,1401,2,8500000000,11,True,True,True
 ولنجک ,125,1401,2,18800000000,3,True,True,True
 صفا ,48,1386,1,2000000000,2,False,True,True
 یافت‌آباد ,110,1400,2,3900000000,5,True,True,True
 پاسداران ,165,1400,3,12500000000,5,True,True,True
 گیشا (کوی نصر) ,260,1400,4,32000000000,2,True,True,True
 کوی فردوس ,82,1384,2,5300000000,5,True,True,True
 پاسداران ,119,1401,2,10000000000,4,True,True,True
 هروی ,110,1401,2,9300000000,9,True,True,True
 نیاوران ,214,1389,3,25000000000,5,True,True,True
 جیحون ,43,1383,1,1750000000,1,False,True,True
 دروس ,155,1391,3,18200000000,5,True,True,True
 یوسف‌آباد ,121,1382,3,9000000000,3,True,True,True
 شهران جنوبی ,62,1384,1,3400000000,2,True,False,False
 سازمان برنامه ,89,1386,2,4088000000,3,True,True,True
 جنت‌آباد جنوبی ,97,1401,2,7000000000,2,True,True,True
 سلسبیل ,42,1399,1,2325000000,3,True,True,True
 هروی ,127,1401,2,11722100000,11,True,True,True
 قیطریه ,54,1401,1,6156000000,3,True,True,True
 هروی ,115,1401,2,10300000000,1,True,True,True
 هفت حوض ,132,1395,3,9600000000,3,True,True,True
 طیب,79,1394,2,2291000000,2,True,True,True
 نیاوران ,202,1386,3,24200000000,8,True,True,True
 نیاوران ,250,1401,3,49000000000,3,True,True,True
 نیاوران ,185,1390,3,17000000000,16,True,True,True
 حکمت ,180,1395,3,17000000000,2,True,True,True
 الهیه ,240,1401,3,39000000000,2,True,True,True
 قیطریه ,165,1401,3,17100000000,2,True,True,True
 نیاوران ,250,1388,4,25800000000,3,True,True,True
 آذربایجان ,62,1391,2,2999000000,2,True,True,True
 جنت‌آباد مرکزی ,60,1400,1,5400000000,8,True,True,True
 تهران‌ویلا,55,1392,1,3720000000,1,True,False,False
 اقدسیه ,210,1384,3,23100000000,2,True,True,True
 جنت‌آباد شمالی ,103,1385,2,4300000000,4,False,True,True
 چیتگر ,100,1401,2,1750000000,15,True,True,True
 شاهین ,82,1389,2,4950000000,5,True,True,True
 سلسبیل,69,1377,2,2100000000,4,False,False,False
 خاک سفید ,80,1401,2,4250000000,4,True,False,False
 نیاوران ,101,1401,2,8080000000,7,True,True,True
 مبارک‌آباد بهشتی ,57,1401,1,1168500000,4,True,False,False
 قیطریه ,190,1398,3,15950000000,2,True,True,True
 قیطریه ,60,1400,1,5700000000,1,True,False,False
 الهیه ,192,1397,3,37000000000,3,True,True,True
 نیاوران ,200,1397,3,24000000000,5,True,True,True
 حکیمیه ,107,1398,2,1800000000,3,True,True,True
 مبارک‌آباد بهشتی ,62,1400,1,1300000000,3,True,True,True
 نیاوران ,190,1400,3,30000000000,8,True,True,True
 چیتگر ,90,1401,2,2016000000,12,True,True,True
 نیاوران ,280,1400,3,49000000000,4,True,True,True
 نیاوران,180,1390,3,21000000000,7,True,True,True
 نیرو هوایی ,70,1383,2,3400000000,1,True,True,True
 سازمان آب ,108,1386,2,5850000000,2,False,True,True
 شمیران‌نو ,75,1385,1,1670000000,2,False,False,False
 شهادت ,48,1375,1,1350000000,3,False,False,False
 دروس ,160,1398,3,17600000000,4,True,True,True
 اقدسیه ,340,1383,3,31500000000,8,True,True,True
 کامرانیه ,320,1398,4,100000000000,10,True,True,True
 تهران‌نو ,62,1382,3,2500000000,2,True,False,False
 چیتگر ,100,1401,2,1200000000,11,True,True,True
 دروازه شمیران,170,1400,3,11000000000,2,True,True,True
 شهرک راه‌آهن ,193,1399,3,15000000000,3,True,True,True
 چیتگر ,100,1401,2,1295000000,8,True,True,True
 زعفرانیه ,350,1392,4,50000000000,3,True,True,True
 پونک,70,1397,1,5350000000,3,True,True,True
 پاسداران ,250,1401,3,50000000000,6,True,True,True
 جی ,56,1396,1,2220000000,3,True,False,False
 زعفرانیه ,435,1401,4,95000000000,6,True,True,True
 زعفرانیه ,267,1387,4,26700000000,6,True,True,True
 نیاوران ,5500,1400,4,470000000000,11,True,True,True
 ولنجک ,220,1389,3,22000000000,2,True,True,True
 زعفرانیه ,550,1400,4,135000000000,7,True,True,True
 دریاچه شهدای خلیج فارس ,100,1401,2,1750000000,7,True,True,True
 دریاچه شهدای خلیج فارس ,130,1401,3,2275000000,8,True,True,True
 دهکده المپیک ,119,1400,3,9600000000,1,True,True,True
 جی ,49,1385,1,1540000000,3,False,True,True
 جنت‌آباد جنوبی,97,1382,2,5500000000,3,False,True,True
 چیتگر ,120,1401,3,1440000000,9,True,True,True
 آجودانیه ,145,1400,3,15950000000,4,True,True,True
 ولنجک ,221,1394,3,40000000000,8,True,True,True
 جنت‌آباد مرکزی ,125,1400,2,6500000000,10,True,True,True
 زعفرانیه ,200,1391,3,30000000000,2,True,True,True
 آبشار تهران ,132,1389,3,5700000000,3,True,True,True
 چیتگر ,75,1401,2,1370000000,5,True,True,True
 ظفر ,100,1401,2,9000000000,4,True,True,True
 میرداماد ,100,1383,2,7980000000,5,True,True,True
 جنت‌آباد مرکزی ,105,1385,3,6950000000,4,True,True,True
 آبشار تهران ,105,1401,2,1830000000,16,True,True,True
 قیطریه ,198,1388,3,14300000000,2,True,True,True
 الهیه ,260,1401,3,35000000000,4,True,True,True
 جنت‌آباد مرکزی ,65,1382,2,4100000000,1,False,True,True
 توانیر ,130,1371,2,7500000000,3,True,True,True
 ونک ,161,1371,4,8600000000,5,True,True,True
 ونک ,100,1384,2,6300000000,4,False,True,True
 دروس ,135,1397,3,18500000000,2,True,True,True
 نیاوران,240,1398,3,40000000000,8,True,True,True
 اختیاریه ,90,1391,2,8000000000,3,True,True,True
 پونک ,152,1400,3,14500000000,3,True,True,True
 پاسداران,110,1401,2,8800000000,11,True,True,True
 کوی فردوس ,60,1382,2,3850000000,2,False,True,True
 استخر ,150,1400,2,2400000000,1,True,True,True
 خانی‌آباد نو,52,1389,1,1580000000,1,True,False,False
 کوی فردوس ,68,1388,2,4200000000,2,True,True,True
 زعفرانیه ,250,1401,3,65000000000,2,True,True,True
 پیروزی ,60,1385,2,2400000000,2,False,False,False
 جنت‌آباد جنوبی ,64,1392,2,4800000000,4,True,True,True
 آجودانیه ,216,1401,3,35000000000,6,True,True,True
 اقدسیه ,240,1400,3,60000000000,10,True,True,True
 نیاوران ,170,1401,3,27500000000,3,True,True,True
 چیتگر ,100,1401,2,1750000000,5,True,True,True
 نازی‌آباد ,73,1388,2,2750000000,1,False,True,True
 فرمانیه ,194,1401,3,14550000000,11,True,True,True
 هروی ,190,1401,3,18600000000,2,True,True,True
 افسریه ,173,1401,3,7450000000,4,True,True,True
 دکتر هوشیار ,85,1401,2,3900000000,2,True,True,True
 اقدسیه ,222,1385,3,27750000000,5,True,True,True
 هروی ,125,1396,3,9800000000,1,True,True,True
 هروی ,150,1386,3,12700000000,3,True,True,True
 دهکده المپیک ,55,1401,1,1695000000,16,True,True,True
 چیتگر ,180,1401,4,4032000000,12,True,True,True
 چیتگر ,90,1401,2,2016000000,10,True,True,True
 پونک,64,1383,1,4390000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,153,1398,3,11300000000,10,True,True,True
 پاسداران ,190,1400,3,20000000000,4,True,True,True
 پاسداران ,110,1391,2,11400000000,5,True,True,True
 پاسداران ,85,1381,2,7000000000,2,False,False,False
 دروس ,130,1401,3,17000000000,6,True,True,True
 میرداماد ,125,1391,3,12800000000,1,True,True,True
 زعفرانیه ,185,1400,3,48100000000,2,True,True,True
 چیتگر ,102,1401,2,1300000000,11,True,True,True
 هروی ,105,1401,2,8400000000,5,True,True,True
 چیتگر ,50,1401,3,805000000,24,True,True,True
 چیتگر ,100,1401,2,1200000000,25,True,True,True
 مرزداران ,90,1387,2,6850000000,4,True,True,True
 پونک ,126,1400,3,10090000000,4,True,True,True
 ستارخان ,85,1380,2,5000000000,1,False,False,False
 محمودیه ,215,1380,3,18300000000,3,True,True,True
 جردن ,173,1380,3,16000000000,3,True,True,True
 نیاوران ,250,1380,4,28000000000,5,True,True,True
 اقدسیه ,475,1398,4,143000000000,6,True,True,True
 سعادت‌آباد ,230,1401,3,28500000000,5,True,True,True
 سعادت‌آباد ,210,1398,3,20000000000,5,True,True,True
 هروی ,130,1385,3,10600000000,5,True,True,True
 دروس ,145,1397,3,19400000000,2,True,True,True
 ابوذر (منطقه ۱۵),65,1379,2,2200000000,3,False,True,True
 شهرک راه‌آهن ,140,1390,3,8000000000,2,False,True,True
 شهرک شریعتی,52,1389,1,1580000000,1,True,False,False
 دریاچه شهدای خلیج فارس ,70,1390,2,3400000000,10,True,True,True
 باغ فیض ,113,1392,2,7050000000,2,True,True,True
 نیاوران ,260,1400,3,57500000000,3,True,True,True
 سازمان برنامه ,71,1394,2,5050000000,3,True,True,True
 زعفرانیه ,200,1401,3,33000000000,4,True,True,True
 ولنجک ,140,1397,3,17500000000,3,True,True,True
 شهرک راه‌آهن ,167,1398,3,12000000000,2,True,True,True
 فرمانیه ,420,1393,4,81000000000,10,True,True,True
 اقدسیه ,221,1384,4,28500000000,3,True,True,True
 پونک ,130,1396,3,8500000000,3,True,True,True
 درکه ,149,1397,3,15950000000,2,True,True,True
 پونک ,110,1394,2,8100000000,1,True,True,True
 پونک ,122,1386,3,8000000000,2,True,True,True
 کوی فردوس ,150,1396,3,9680000000,3,True,True,True
 ظفر ,171,1401,3,17500000000,2,True,True,True
 چیتگر ,118,1401,2,4850000000,25,True,True,True
 جیحون ,65,1401,2,2800000000,5,True,False,False
 جیحون ,79,1388,2,2375000000,2,False,True,True
 هروی ,145,1396,3,12300000000,2,True,True,True
 دهکده المپیک ,85,1401,2,2635000000,5,True,True,True
 سرو آزاد ,112,1401,2,4650000000,17,True,True,True
 شهرک شهید باقری ,105,1394,2,4800000000,4,True,True,True
 هروی ,75,1385,2,6150000000,1,True,True,True
 شکوفه,100,1400,2,4300000000,12,True,True,True
 سعادت‌آباد ,130,1401,2,20540000000,4,True,True,True
 پاسداران,130,1401,2,11700000000,5,True,True,True
 دریاچه شهدای خلیج فارس ,133,1401,2,12289200000,2,True,True,True
 الهیه ,300,1401,4,75000000000,8,True,True,True
 عبدل‌آباد,90,1397,1,850000000,1,False,False,False
 شهرک راه‌آهن ,203,1399,3,15000000000,2,True,True,True
 سرو آزاد ,113,1401,2,4900000000,22,True,True,True
 سعادت‌آباد ,185,1396,3,22200000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,150,1401,3,2625000000,30,True,True,True
 نارمک,64,1384,1,3450000000,3,False,True,True
 هاشم‌آباد,70,1385,1,1600000000,5,True,True,True
 سعادت‌آباد ,103,1400,2,12300000000,3,True,True,True
 کوی فردوس ,65,1384,1,3800000000,1,True,True,True
 فرمانیه ,310,1397,4,55000000000,10,True,True,True
 جنت‌آباد جنوبی ,78,1386,2,4650000000,1,False,True,True
 الهیه ,168,1388,3,28000000000,4,True,True,True
 کوی فردوس ,85,1397,2,5100000000,4,True,True,True
 دیلمان ,100,1393,2,3333000000,4,True,False,False
 چیتگر ,125,1398,2,9440000000,15,True,True,True
 فرمانیه,153,1397,3,25000000000,4,True,True,True
 ازگل ,183,1401,3,13725000000,11,True,True,True
 مسعودیه ,69,1386,2,2050000000,2,False,True,True
 اقدسیه ,106,1401,2,8480000000,11,True,True,True
 هروی,130,1401,2,10400000000,11,True,True,True
 الهیه ,216,1401,3,31000000000,2,True,True,True
 کوی فردوس ,66,1394,2,4500000000,1,True,True,True
 پونک ,120,1389,2,9600000000,4,True,True,True
 درکه ,240,1396,3,36000000000,5,True,True,True
 هروی ,200,1401,3,18000000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,124,1401,2,4960000000,2,True,True,True
 اباذر ,98,1395,2,6400000000,1,True,True,True
 امام حسین(ع) ,94,1388,2,2780000000,3,False,False,False
 بهداشت,93,1400,2,4300000000,10,True,True,True
 کوی فردوس ,195,1400,3,22000000000,3,True,True,True
 آبشار تهران ,100,1400,3,1750000000,9,True,True,True
 تهران‌نو ,56,1380,1,2550000000,3,False,True,True
 ابراهیم‌آباد ,53,1399,1,1030000000,3,True,False,False
 سعادت‌آباد ,150,1401,3,21000000000,3,True,True,True
 سعادت‌آباد ,120,1383,3,8000000000,1,False,True,True
 دروس ,210,1388,4,20000000000,5,True,True,True
 هروی ,155,1385,3,11000000000,1,True,True,True
 جی ,60,1385,1,2200000000,1,True,True,True
 نیرو هوایی,70,1383,2,3400000000,1,True,True,True
 سعادت‌آباد ,125,1401,2,19000000000,3,True,True,True
 استاد معین ,45,1396,1,2100000000,1,True,False,False
 ولنجک ,125,1401,2,18000000000,3,True,True,True
 فلاح ,75,1394,2,2030000000,4,True,False,False
 پاسداران,178,1398,3,25500000000,2,True,True,True
 هروی ,210,1381,3,15000000000,2,True,True,True
 جنت‌آباد مرکزی ,155,1395,3,9960000000,1,True,True,True
 جنت‌آباد مرکزی ,155,1395,3,9960000000,1,True,True,True
 جنت‌آباد مرکزی ,135,1400,3,9850000000,3,True,True,True
 ولنجک ,160,1401,3,22000000000,2,True,True,True
 هروی ,305,1400,4,34000000000,2,True,True,True
 پاسداران ,150,1401,3,22500000000,2,True,True,True
 هروی ,300,1401,4,36000000000,5,True,True,True
 کوی فردوس ,65,1388,2,4000000000,2,True,True,True
 پاسداران ,190,1400,3,26000000000,3,True,True,True
 فیروزآبادی ,84,1401,2,3540000000,4,True,True,True
 پاسداران ,160,1400,3,22400000000,4,True,True,True
 زعفرانیه ,165,1390,3,27000000000,4,True,True,True
 نیاوران ,350,1397,4,62000000000,6,True,True,True
 هروی ,144,1395,3,14400000000,3,True,True,True
 مهرآباد جنوبی,55,1380,1,1460000000,3,False,True,True
 هروی ,170,1401,3,17850000000,4,True,True,True
 سازمان برنامه ,100,1380,2,5680000000,2,False,True,True
 ولنجک ,223,1397,3,45000000000,7,True,True,True
 زعفرانیه ,221,1397,3,50000000000,6,True,True,True
 حکیمیه ,67,1395,2,3900000000,3,True,True,True
 شهرک ولیعصر ,57,1386,1,1450000000,3,False,False,False
 دریاچه شهدای خلیج فارس ,135,1391,3,7600000000,15,True,True,True
 سعادت‌آباد ,150,1399,3,22800000000,3,True,True,True
 سعادت‌آباد ,200,1385,3,19000000000,5,True,True,True
