build_year,neighbour_hood,area,floor,rooms,Parking,Elevator,Warehouse,Luxury_features,price,mean,std,median,amin,amax,neighbour_hood_encoded
1394,سازمانبرنامهجنوبی,111,1.0,2,1,1,1,0,58559000,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1401,شهرکراهآهن,140,17.0,3,1,1,1,0,12143000,27078892.85714286,11496601.497330287,29664000.0,11765000.0,85106000.0,2
1389,نیرویهوایی,167,3.0,3,0,0,0,1,56886227,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1401,یوسفآباد,180,5.0,4,1,1,1,0,100000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1401,دهکدهالمپیک,85,13.0,2,1,1,1,0,30000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1392,شهرزیبا,54,3.0,1,1,1,1,0,12963000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1384,سعادتآباد,140,2.0,3,1,1,1,0,82143000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,وردآورد,75,9.0,2,1,1,1,1,3400000,24718560.0,14321739.207404176,32618500.0,2714000.0,42100000.0,2
1392,سعادتآباد,140,4.0,3,1,1,1,0,67900000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1392,بلوارکشاورز,70,5.0,2,1,1,1,0,52100000,58160732.057142854,11684939.938943284,58666666.0,35000000.0,78461538.0,12
1385,فرشته,190,4.0,3,1,1,1,0,85300000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1385,جنتآبادمرکزی,65,4.0,2,0,0,0,0,41538461,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1389,سوهانک,119,3.0,2,0,0,0,0,70588235,75022756.9090909,11793327.450212738,73077000.0,51304347.0,125000000.0,16
1382,شهرکغرب,78,5.0,2,1,1,1,0,96923000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1397,کویبیمه,94,2.0,2,0,0,0,0,47872340,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1398,دولت,141,2.0,3,1,1,1,0,85800000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1387,شهران,83,5.0,2,1,1,1,0,47000000,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1400,جردن,120,4.0,2,1,1,1,0,125000000,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1400,شادمهر,108,1.0,2,0,0,0,0,60185185,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1383,فاطمی,140,2.0,3,0,0,0,0,70000000,65088203.4537037,14757932.947273208,65342909.5,29333333.0,130000000.0,14
1385,شهران,46,3.0,2,0,0,0,0,69130434,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1400,آپادانا,117,5.0,2,1,1,1,1,93000000,74370630.09523809,16627320.285810813,80000000.0,48175182.0,100000000.0,16
1401,چیتگرشمالی,85,14.0,2,1,1,1,1,31000000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1394,کویبیمه,63,4.0,1,0,0,0,0,57142857,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1380,شمیراننو,50,2.0,1,0,0,0,0,16400000,26635914.269230768,12878350.324446572,22321428.5,10222222.0,60000000.0,2
1397,فرشته,120,4.0,2,1,1,1,0,79200000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1400,دولت,96,1.0,2,1,1,1,0,100000000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1401,اقدسیه,220,10.0,3,0,0,0,0,100000000,97832873.77894737,33459961.732989248,86813186.0,13500000.0,200000000.0,19
1392,شهرکغرب,70,2.0,2,1,1,1,0,102857000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1394,جنتآبادشمالی,102,4.0,2,0,0,0,0,60784313,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1380,الهیه,165,1.0,2,0,0,0,0,157575757,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1390,شهرکغرب,135,5.0,3,1,1,1,0,83704000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1398,اختیاریه,147,3.0,3,1,1,1,0,105400000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,یوسفآباد,165,3.0,3,1,1,1,0,100000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1396,محله,180,4.0,3,0,0,0,0,65000000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1400,وردآورد,67,4.0,2,1,1,1,1,35075000,24718560.0,14321739.207404176,32618500.0,2714000.0,42100000.0,2
1390,دروس,133,2.0,2,0,0,0,0,107518796,102762022.22689076,26321254.260763068,97400000.0,53300000.0,192661000.0,19
1401,جنتآبادمرکزی,75,4.0,2,1,1,1,0,70700000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1401,رستمآبادواختیاریه,110,6.0,2,0,0,0,0,125000000,84724602.81395349,18813639.868755408,84931506.0,45700000.0,125000000.0,17
1401,نیرویهوایی,215,4.0,4,1,1,1,1,83721000,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1393,سازمانبرنامه,80,1.0,2,1,1,1,0,57500000,62297500.0,14048036.711335786,62250000.0,39300000.0,120400000.0,13
1384,بلوارفردوس,68,4.0,2,0,0,0,1,60294117,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1401,بلوارفردوسغرب,200,3.0,3,1,1,1,0,105000000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1386,امیرآباد,108,2.0,2,1,1,1,0,62963000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1401,رستمآبادواختیاریه,120,3.0,2,0,0,0,0,103000000,84724602.81395349,18813639.868755408,84931506.0,45700000.0,125000000.0,17
1401,پاسداران,140,8.0,3,1,1,1,1,70000000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1401,حکمت,155,5.0,3,0,0,0,1,160600000,103768487.234375,23490170.168967884,100704225.0,52564102.0,160600000.0,19
1401,مرواریدشهر,120,4.0,3,1,1,1,0,14167000,18815800.0,9987138.259893183,14167000.0,12976000.0,37681000.0,1
1385,قصرالدشت,77,3.0,2,0,0,0,1,33766233,40512542.72727273,5825967.187903004,42188000.0,28600000.0,47500000.0,6
1380,نصرت,130,2.0,3,0,0,0,0,42307692,49115041.63414634,7517212.792917308,48837209.0,33000000.0,64705882.0,8
1385,محله,73,4.0,2,0,0,0,0,43835616,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1399,شمسآباد,96,1.0,2,1,1,0,0,69000000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1400,سعادتآباد,142,3.0,3,1,1,1,1,151408450,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,مهرآبادجنوبی,125,30.0,3,1,1,1,1,16496000,15148000.0,1906359.8820789321,15148000.0,13800000.0,16496000.0,1
1401,دهکدهالمپیک,110,18.0,2,1,1,1,0,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1394,قیطریه,160,4.0,3,1,1,1,0,105000000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1388,طرشت,208,6.0,3,0,0,0,0,43269230,52414594.39473684,9425030.51206313,53108620.5,16504000.0,70370370.0,9
1381,پونک,76,2.0,2,0,0,0,0,73026315,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1396,باغفیض,110,5.0,2,0,0,0,0,57272727,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,هروی,115,2.0,2,0,0,0,0,80000000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1380,شهرکغرب,106,16.0,2,1,1,0,0,90000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1391,سهروردیشمالی,110,4.0,2,1,1,1,0,85000000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1401,دهکدهالمپیک,113,12.0,2,1,1,1,1,30177000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1392,جنتآبادمرکزی,96,4.0,2,0,0,0,0,71354166,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1382,سعادتآباد,70,1.0,2,1,1,1,0,90000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1389,پونک,58,2.0,1,0,0,0,0,63793103,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1362,الهیه,180,3.0,3,1,1,0,0,73000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1395,زعفرانیه,180,3.0,3,1,1,1,0,194400000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1401,فرمانیه,210,3.0,3,1,1,1,1,170500000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1398,الهیه,150,4.0,3,1,1,1,1,150000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1394,سازمانبرنامه,77,1.0,2,1,1,1,0,58400000,62297500.0,14048036.711335786,62250000.0,39300000.0,120400000.0,13
1401,اسکندری,110,30.0,2,1,1,1,1,9655000,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1399,سهروردیشمالی,115,1.0,2,1,1,1,0,75652000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1392,جوادیهمنطقه4,59,3.0,1,0,0,0,0,34915254,36688465.95348837,8783996.541372618,36931818.0,14200000.0,54000000.0,5
1401,محله,125,4.0,2,0,0,0,0,140000000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1397,یوسفآباد,128,2.0,3,0,0,0,0,82031250,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1385,شهرکشهیدباقری,87,4.0,2,0,0,0,0,41954022,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1385,سعادتآباد,100,1.0,2,1,1,1,0,65000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1392,محله,105,3.0,2,0,0,0,0,64761904,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1399,هروی,95,4.0,2,1,1,1,1,85263000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1400,چیتگرجنوبی,100,12.0,2,1,1,1,0,2300000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1395,زعفرانیه,162,4.0,3,1,1,1,0,95000000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1385,صاحبقرانیه,205,4.0,3,1,1,1,0,126800000,115828571.42857143,24374283.872264113,120300000.0,83300000.0,150000000.0,19
1399,سعادتآباد,210,5.0,3,1,1,1,0,166700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1397,سهروردیشمالی,123,1.0,3,1,1,1,0,97561000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1400,ولنجک,190,6.0,3,1,1,1,1,140000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1389,پونک,60,5.0,2,1,1,1,0,59200000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,سهروردیشمالی,193,3.0,3,1,1,1,0,98446000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1398,گیشا,79,1.0,2,0,0,0,0,107594936,90521901.78823529,18060511.48489818,89285714.0,51020408.0,147727272.0,18
1380,اختیاریه,100,3.0,2,1,0,1,0,78000000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,دهکدهالمپیک,127,2.0,2,0,0,0,0,66141732,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1397,دربند,67,3.0,1,0,0,0,0,85074626,87552260.21153846,21773516.21710015,86100385.5,24975000.0,140000000.0,18
1383,دربدوم,230,1.0,3,1,1,1,0,73900000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1399,سعادتآباد,73,1.0,2,1,1,1,1,73100000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1390,پونک,76,5.0,2,1,1,1,0,38800000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1380,اسکندری,45,2.0,1,0,0,0,0,31111111,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1387,سعادتآباد,166,3.0,3,1,1,1,1,51800000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1381,هروی,143,5.0,3,1,1,1,0,68000000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1385,شهرانشمالیشهران,62,3.0,1,1,1,1,0,51600000,52355555.55555555,9562310.274080098,56100000.0,29300000.0,60400000.0,9
1392,سعادتآباد,120,4.0,2,1,1,1,0,90000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1398,کامرانیه,170,5.0,3,0,0,0,0,170600000,114189217.13235295,31526742.19592267,105500000.0,66500000.0,203209000.0,19
1401,نو,125,4.0,3,0,0,0,0,65000000,48702630.85714286,10619121.485267676,47836500.0,16500000.0,70652173.0,8
1394,دریاننو,93,4.0,2,0,0,0,0,63978494,63849993.01754386,10441302.444476064,64772727.0,42045454.0,85000000.0,13
1398,فرمانیه,110,1.0,2,1,1,1,0,108600000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1393,بلوارفردوسغرب,118,3.0,2,1,1,1,1,70339000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1398,فرشته,212,3.0,3,1,1,0,1,105000000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1399,شهرک,87,3.0,2,0,0,0,0,118390804,106405528.20224719,28797479.137912795,99629629.0,51818181.0,184615384.0,19
1397,چیتگر,107,7.0,2,0,0,0,0,48598130,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1394,گیشا,82,3.0,2,1,1,1,0,80488000,90521901.78823529,18060511.48489818,89285714.0,51020408.0,147727272.0,18
1383,پونک,76,3.0,2,0,0,0,0,55263157,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1393,کریمخان,71,3.0,1,1,1,1,0,68028000,68028000.0,,68028000.0,68028000.0,68028000.0,14
1395,فرشته,230,2.0,4,1,1,1,0,160900000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1395,وردآورد,63,10.0,1,1,1,1,0,42100000,24718560.0,14321739.207404176,32618500.0,2714000.0,42100000.0,2
1398,ولنجک,145,4.0,3,1,1,1,0,110000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,دزاشیب,125,1.0,2,0,0,0,0,117600000,94111207.43689321,23041493.361241512,88200000.0,13500000.0,150000000.0,19
1401,زعفرانیه,170,1.0,3,1,1,1,1,155000000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1392,هروی,145,1.0,3,1,1,1,0,89700000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1393,دریاننو,105,3.0,3,0,0,0,0,65238095,63849993.01754386,10441302.444476064,64772727.0,42045454.0,85000000.0,13
1390,سعادتآباد,126,1.0,3,1,1,1,0,87302000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,سلسبیلشمالی,67,2.0,1,1,0,1,0,35800000,32773333.333333332,5583453.445758493,33800000.0,22800000.0,46000000.0,4
1383,فرمانیه,190,6.0,3,1,1,1,0,78900000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1401,دهکدهالمپیک,110,15.0,2,1,1,1,1,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1394,زعفرانیه,182,5.0,3,1,1,1,1,137400000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1398,دهکدهالمپیک,134,12.0,3,0,0,0,0,41417910,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1401,سوهانک,89,6.0,2,1,1,1,1,106742000,75022756.9090909,11793327.450212738,73077000.0,51304347.0,125000000.0,16
1400,فرمانیه,110,4.0,2,1,1,1,1,77300000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1399,سازمانبرنامهجنوبی,60,3.0,1,1,1,1,0,56667000,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1401,قلهک,156,2.0,3,0,0,0,0,100000000,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1385,اختیاریه,85,4.0,2,1,1,1,0,89412000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1386,محله,125,3.0,3,0,0,0,0,57200000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1385,الهیه,220,2.0,4,1,1,1,0,70000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1387,قیطریه,200,4.0,3,1,1,1,1,102500000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1391,نیرویهوایی,60,2.0,2,0,0,0,0,42000000,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1398,جیحون,112,2.0,3,1,1,1,0,28571000,40378425.76859504,8745338.678313637,42600000.0,16700000.0,55882000.0,6
1401,یوسفآباد,165,6.0,3,1,1,1,1,100000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1401,امیرآباد,136,3.0,3,1,1,1,0,89600000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1397,کوهک,127,8.0,3,0,0,0,0,44881889,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1389,ولنجک,150,5.0,2,1,1,1,0,103300000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1390,جنتآبادمرکزی,80,2.0,2,0,0,0,0,56750000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1400,پارس,76,2.0,2,0,0,0,0,25657894,49426053.23076923,25979482.52074253,46212121.0,12358490.0,202666666.0,9
1398,اختیاریه,93,3.0,2,1,1,1,0,89247000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,پارس,62,6.0,1,0,0,0,0,25000000,49426053.23076923,25979482.52074253,46212121.0,12358490.0,202666666.0,9
1398,آرارات,121,1.0,2,0,0,0,0,82644628,89671504.83333333,16318027.58037245,90138888.5,44796296.0,111111111.0,18
1399,شهرکراهآهن(شهرکگلستان),152,1.0,3,0,0,0,0,67763157,53054947.53333333,18554877.45180063,51980198.0,3750000.0,89506172.0,11
1398,سعادتآباد,220,5.0,4,1,1,1,1,204500000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,زعفرانیه,108,2.0,2,1,1,1,1,118500000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1370,سعادتآباد,121,3.0,3,0,0,1,0,67800000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,دارآباد,170,6.0,3,1,1,1,1,115000000,75783127.72,10111255.529917272,74400000.0,50423728.0,115000000.0,16
1400,امیرآباد,138,2.0,3,1,1,1,0,94203000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1386,قیطریه,109,2.0,2,0,0,0,0,87155963,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1385,قیطریه,148,1.0,3,1,1,1,0,81081000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1391,کویفرازسعادتآباد,150,5.0,3,1,1,1,0,90700000,77733333.33333333,21102859.205962274,90700000.0,50500000.0,92000000.0,16
1383,سعادتآباد,126,4.0,3,1,1,1,0,69841000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,همیلاپونک,119,10.0,2,1,1,1,1,101700000,72954166.66666667,22286766.97660528,69700000.0,40000000.0,114800000.0,15
1381,جنتآبادشمالی,72,4.0,2,0,0,0,0,45833333,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1399,سهروردی,95,4.0,2,0,0,0,0,70000000,71720077.34615384,18982876.69976767,69226562.5,30978260.0,120000000.0,15
1387,بلوارفردوس,55,1.0,1,0,0,0,0,51818181,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1378,بریانک,46,2.0,1,0,0,0,0,30000000,33234848.51851852,11543207.000049751,30526315.0,13500000.0,80851000.0,4
1385,هروی,160,5.0,3,1,1,1,0,58400000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1390,پونک,75,3.0,2,1,1,1,0,60000000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1393,شهرکغرب,132,2.0,3,1,1,1,0,69700000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1388,اختیاریه,95,3.0,2,1,1,1,0,68400000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1373,سهروردیشمالی,187,0.0,3,1,0,1,0,79100000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1395,دبستان,56,1.0,1,0,0,0,0,62500000,57984879.43636364,9217938.003783094,60092592.0,37627118.0,77013888.0,12
1401,سهروردیجنوبی,120,5.0,2,1,1,1,1,66000000,65052703.7037037,8528946.299327282,65428500.0,47100000.0,85000000.0,14
1380,بلوارفردوس,65,4.0,2,1,0,1,0,48500000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1400,هروی,80,3.0,2,1,1,0,0,73800000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1383,محله,140,5.0,3,0,0,0,0,82857142,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,چیتگرجنوبی,62,23.0,1,1,1,1,1,25806000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1385,هروی,160,1.0,3,1,1,1,0,53750000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1400,پیروزی,93,4.0,2,0,0,0,0,55376344,41650606.25490196,10074684.519180333,40700000.0,13800000.0,67000000.0,7
1401,سازمانآب,92,1.0,2,0,0,0,0,79673913,56526261.655737706,7817974.9994095685,55555555.0,40170940.0,79673913.0,11
1396,جنتآبادجنوبی,82,3.0,2,1,1,1,0,60976000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,دهکدهالمپیک,55,2.0,1,1,1,1,0,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1385,زعفرانیه,185,3.0,3,1,1,0,0,94600000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1390,سعادتآباد,128,10.0,2,1,1,1,0,55500000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1390,سعادتآباد,95,4.0,2,1,1,1,0,55800000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1384,دربدوم,60,2.0,1,1,1,1,0,90000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1384,شهرکغرب,159,4.0,3,1,1,1,0,84900000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1385,سعادتآباد,116,4.0,2,1,1,1,0,47400000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,سهروردیجنوبی,100,2.0,2,1,1,1,0,55500000,65052703.7037037,8528946.299327282,65428500.0,47100000.0,85000000.0,14
1389,محله,145,1.0,3,0,0,0,0,129655172,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1396,منیریه,91,3.0,2,1,1,1,0,50549000,52878428.571428575,6110972.968279898,51000000.0,42600000.0,60000000.0,9
1383,ونک,195,2.0,4,0,0,0,0,90256410,86598102.72857143,28441730.699856594,84088709.5,9300000.0,152380952.0,17
1401,ستارخان,127,2.0,3,0,0,0,0,70000000,57563798.32911392,12955966.976915833,58762886.0,13800000.0,91666666.0,12
1401,امامت,52,1.0,1,0,0,0,0,56153846,47968849.16216216,10610503.900662523,47500000.0,9900990.0,65263157.0,8
1390,محله,133,4.0,3,0,0,0,0,59022556,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1380,صفا,76,4.0,2,0,0,0,0,25263157,33299486.86842105,5103060.142521507,33457711.0,19318181.0,45000000.0,4
1397,شهرک,130,1.0,3,0,0,0,0,107692307,106405528.20224719,28797479.137912795,99629629.0,51818181.0,184615384.0,19
1397,سعادتآباد,100,5.0,2,1,1,1,0,70000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,امیرآباد,140,3.0,3,1,1,1,0,69286000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1400,اختیاریه,80,2.0,2,1,1,1,1,81300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1389,سعادتآباد,125,6.0,2,1,1,1,0,52400000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,شهرکراهآهن(شهرکگلستان),85,19.0,2,0,0,0,0,30000000,53054947.53333333,18554877.45180063,51980198.0,3750000.0,89506172.0,11
1394,لویزانوشیان,148,10.0,2,0,0,0,0,77702702,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1400,شهرکغرب,130,5.0,3,1,1,1,0,103846000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1388,اباذر,211,3.0,3,0,0,0,0,73933649,68391731.15053764,10896573.186478715,68000000.0,41739130.0,110000000.0,15
1394,بریانک,91,1.0,2,1,1,1,0,39560000,33234848.51851852,11543207.000049751,30526315.0,13500000.0,80851000.0,4
1391,جنتآبادجنوبی,93,2.0,2,0,0,0,0,62903225,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,دریاچهشهدایخلیجفارس,56,11.0,1,1,1,1,1,30446000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1401,استادمعین,80,1.0,2,1,1,1,0,45875000,44263980.72131147,7208221.048194331,44702000.0,13800000.0,55882000.0,7
1390,نواب,93,1.0,2,0,0,0,0,35161290,30408950.023255814,7662006.402272636,29318181.0,11311475.0,47500000.0,3
1400,شهرکغرب,220,2.0,3,1,1,1,1,177273000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1384,جردن,192,6.0,3,1,1,1,0,75500000,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1401,چیتگرجنوبی,85,19.0,2,1,1,1,1,29671000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1400,ظفر,98,2.0,2,1,1,1,0,75500000,79304783.43010753,13316713.604578326,76000000.0,51428571.0,120000000.0,16
1401,هاشمی,60,1.0,1,1,1,1,0,43333000,39423235.25,5550147.638406702,40920000.0,23000000.0,46666666.0,6
1385,ولنجک,200,3.0,3,1,1,1,0,142500000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1385,سعادتآباد,60,1.0,1,1,1,1,0,60000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1394,مهران,98,3.0,2,0,0,0,0,65816326,64591103.89473684,10707892.445230084,63942307.0,44705882.0,109914000.0,13
